observer,scene,condition_1,condition_2,selection
observer20,RocketLeague,M_3840x2160_bright_near,M_1920x1080_bright_near,1
observer20,CourtYard,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer20,Bistro,M_1280x720_bright_near,L_1280x720_bright_near,1
observer20,RocketLeague,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer20,CourtYard,L_3840x2160_bright_near,M_1280x720_bright_near,1
observer20,SolLevante_p1,L_3840x2160_bright_near,M_1920x1080_bright_near,0
observer20,Showgirl01,L_1920x1080_bright_near,H_1280x720_bright_near,0
observer20,PorscheCloseUp,H_3840x2160_bright_near,L_3840x2160_bright_near,0
observer20,PorscheCloseUp,L_1920x1080_bright_near,H_1280x720_bright_near,1
observer20,SolLevante_p1,M_1280x720_bright_near,L_1280x720_bright_near,1
observer20,NightStreet,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer20,GearsOfWar4,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer20,FishingCloseshot,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer20,NightStreet,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer20,FishingCloseshot,H_1280x720_bright_near,M_1280x720_bright_near,1
observer20,GearsOfWar4,L_3840x2160_bright_near,H_1280x720_bright_near,1
observer20,NightStreet,L_3840x2160_bright_near,M_1280x720_bright_near,1
observer20,Showgirl01,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer20,ShadowOfTheTombRaider,L_3840x2160_bright_near,M_1920x1080_bright_near,1
observer20,NightStreet,M_3840x2160_bright_near,M_1920x1080_bright_near,1
observer20,NightStreet,H_3840x2160_bright_near,H_1920x1080_bright_near,1
observer20,Bonfire,M_3840x2160_bright_near,M_1920x1080_bright_near,1
observer20,CourtYard,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer20,Bistro,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer20,RocketLeague,H_3840x2160_bright_near,H_1920x1080_bright_near,1
observer20,TrafficLight,H_3840x2160_bright_near,H_1280x720_bright_near,1
observer20,PUBG_p2,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer20,GearsOfWar4,L_1920x1080_bright_near,H_1280x720_bright_near,0
observer20,SolLevante_p1,H_3840x2160_bright_near,H_1920x1080_bright_near,1
observer20,ShadowOfTheTombRaider,M_3840x2160_bright_near,H_1920x1080_bright_near,0
observer20,PorscheCloseUp,M_3840x2160_bright_near,L_3840x2160_bright_near,1
observer20,RushPixar,M_3840x2160_bright_near,H_1280x720_bright_near,0
observer20,SolLevante_p2,H_1280x720_bright_near,M_1280x720_bright_near,1
observer20,Bonfire,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer20,Bonfire,M_3840x2160_bright_near,M_1280x720_bright_near,1
observer20,RushPixar,H_3840x2160_bright_near,H_1920x1080_bright_near,0
observer20,ShadowOfTheTombRaider,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer20,Bonfire,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer20,SmithHammering,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer20,SolLevante_p1,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer20,NightStreet,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer20,CourtYard,M_3840x2160_bright_near,M_1920x1080_bright_near,1
observer20,ShadowOfTheTombRaider,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer8,PorscheCloseUp,H_1280x720_bright_far,M_1280x720_bright_far,1
observer8,PUBG_p2,M_3840x2160_bright_far,M_1280x720_bright_far,1
observer8,FishingCloseshot,M_1920x1080_bright_far,L_1920x1080_bright_far,1
observer8,Bonfire,L_3840x2160_bright_far,L_1920x1080_bright_far,0
observer8,GearsOfWar4,L_3840x2160_bright_far,L_1920x1080_bright_far,1
observer8,RocketLeague,L_3840x2160_bright_far,L_1920x1080_bright_far,1
observer8,ShadowOfTheTombRaider,M_1920x1080_bright_far,H_1280x720_bright_far,0
observer8,NightStreet,H_1920x1080_bright_far,H_1280x720_bright_far,1
observer8,Bistro,M_1920x1080_bright_far,H_1280x720_bright_far,0
observer8,RocketLeague,H_1280x720_bright_far,M_1280x720_bright_far,1
observer8,Showgirl01,H_1920x1080_bright_far,L_1280x720_bright_far,1
observer8,RushPixar,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer8,PorscheCloseUp,L_3840x2160_bright_far,H_1920x1080_bright_far,0
observer8,FishingCloseshot,L_1920x1080_bright_far,M_1280x720_bright_far,0
observer8,Bonfire,H_3840x2160_bright_far,H_1280x720_bright_far,0
observer8,TrafficLight,H_3840x2160_bright_far,M_1920x1080_bright_far,1
observer8,TrafficLight,M_1920x1080_bright_far,H_1280x720_bright_far,1
observer8,TrafficLight,L_1920x1080_bright_far,M_1280x720_bright_far,0
observer8,SmithHammering,H_1920x1080_bright_far,H_1280x720_bright_far,1
observer8,PUBG_p2,H_1920x1080_bright_far,H_1280x720_bright_far,0
observer8,PorscheCloseUp,H_1280x720_bright_far,L_1280x720_bright_far,1
observer8,TrafficLight,L_3840x2160_bright_far,L_1280x720_bright_far,1
observer8,NightStreet,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer8,Showgirl01,H_1280x720_bright_far,M_1280x720_bright_far,1
observer8,RushPixar,L_1920x1080_bright_far,M_1280x720_bright_far,0
observer8,GearsOfWar4,M_1920x1080_bright_far,M_1280x720_bright_far,1
observer8,SolLevante_p1,M_3840x2160_bright_far,M_1280x720_bright_far,1
observer8,CourtYard,L_3840x2160_bright_far,H_1280x720_bright_far,1
observer8,TrafficLight,L_3840x2160_bright_far,M_1920x1080_bright_far,1
observer8,SmithHammering,L_1920x1080_bright_far,L_1280x720_bright_far,0
observer8,Bistro,H_1920x1080_bright_far,M_1920x1080_bright_far,1
observer8,SolLevante_p2,L_3840x2160_bright_far,M_1280x720_bright_far,1
observer8,Bistro,M_1920x1080_bright_far,M_1280x720_bright_far,1
observer8,SolLevante_p1,M_3840x2160_bright_far,H_1280x720_bright_far,0
observer8,PorscheCloseUp,M_3840x2160_bright_far,L_1920x1080_bright_far,1
observer8,SmithHammering,M_1920x1080_bright_far,L_1920x1080_bright_far,1
observer8,SolLevante_p1,M_3840x2160_bright_far,L_3840x2160_bright_far,1
observer8,CourtYard,M_3840x2160_bright_far,L_1280x720_bright_far,1
observer8,NightStreet,L_3840x2160_bright_far,M_1280x720_bright_far,0
observer8,ShadowOfTheTombRaider,H_3840x2160_bright_far,H_1280x720_bright_far,0
observer8,PUBG_p2,H_3840x2160_bright_far,H_1920x1080_bright_far,1
observer8,FishingCloseshot,H_1920x1080_bright_far,M_1280x720_bright_far,1
observer8,PUBG_p2,L_3840x2160_bright_far,M_1280x720_bright_far,0
observer8,SolLevante_p2,M_3840x2160_bright_far,L_3840x2160_bright_far,1
observer8,Bonfire,L_3840x2160_bright_far,M_1920x1080_bright_far,0
observer8,RushPixar,M_1920x1080_bright_far,M_1280x720_bright_far,1
observer8,SolLevante_p2,M_3840x2160_bright_far,H_1280x720_bright_far,0
observer8,CourtYard,L_1920x1080_bright_far,M_1280x720_bright_far,0
observer8,GearsOfWar4,M_3840x2160_bright_far,M_1920x1080_bright_far,0
observer8,NightStreet,M_1920x1080_bright_far,M_1280x720_bright_far,1
observer8,GearsOfWar4,M_1280x720_bright_far,L_1280x720_bright_far,1
observer8,FishingCloseshot,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer8,SolLevante_p2,H_1920x1080_bright_far,H_1280x720_bright_far,0
observer8,CourtYard,L_3840x2160_bright_far,L_1920x1080_bright_far,0
observer8,NightStreet,L_1920x1080_bright_far,M_1280x720_bright_far,0
observer8,FishingCloseshot,H_1280x720_bright_far,M_1280x720_bright_far,1
observer8,ShadowOfTheTombRaider,M_1920x1080_bright_far,L_1920x1080_bright_far,1
observer8,RushPixar,H_3840x2160_bright_far,L_3840x2160_bright_far,1
observer8,PorscheCloseUp,H_3840x2160_bright_far,M_3840x2160_bright_far,0
observer8,RushPixar,L_3840x2160_bright_far,H_1920x1080_bright_far,0
observer8,GearsOfWar4,M_1920x1080_bright_far,H_1280x720_bright_far,0
observer8,SolLevante_p1,H_1920x1080_bright_far,M_1920x1080_bright_far,1
observer8,SolLevante_p1,M_3840x2160_bright_far,L_1920x1080_bright_far,1
observer8,CourtYard,H_1920x1080_bright_far,H_1280x720_bright_far,1
observer8,RocketLeague,M_3840x2160_bright_far,H_1280x720_bright_far,1
observer8,TrafficLight,M_3840x2160_bright_far,L_1280x720_bright_far,1
observer8,CourtYard,M_3840x2160_bright_far,M_1280x720_bright_far,1
observer8,CourtYard,H_3840x2160_bright_far,M_1920x1080_bright_far,1
observer8,Bonfire,H_1280x720_bright_far,M_1280x720_bright_far,1
observer8,PUBG_p2,M_1280x720_bright_far,L_1280x720_bright_far,1
observer8,ShadowOfTheTombRaider,H_1920x1080_bright_far,H_1280x720_bright_far,1
observer8,CourtYard,H_3840x2160_bright_far,L_3840x2160_bright_far,1
observer8,RocketLeague,H_3840x2160_bright_far,H_1280x720_bright_far,1
observer8,PorscheCloseUp,H_3840x2160_bright_far,L_3840x2160_bright_far,1
observer8,RocketLeague,L_1920x1080_bright_far,H_1280x720_bright_far,0
observer8,Bistro,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer8,SolLevante_p2,L_3840x2160_bright_far,L_1920x1080_bright_far,1
observer8,TrafficLight,H_1920x1080_bright_far,M_1920x1080_bright_far,1
observer8,ShadowOfTheTombRaider,M_3840x2160_bright_far,M_1920x1080_bright_far,1
observer8,RushPixar,L_3840x2160_bright_far,M_1920x1080_bright_far,1
observer8,SolLevante_p1,L_1920x1080_bright_far,L_1280x720_bright_far,0
observer8,GearsOfWar4,H_3840x2160_bright_far,M_1920x1080_bright_far,1
observer8,RushPixar,M_3840x2160_bright_far,H_1280x720_bright_far,0
observer8,PorscheCloseUp,H_3840x2160_bright_far,M_1920x1080_bright_far,1
observer8,NightStreet,H_3840x2160_bright_far,L_3840x2160_bright_far,1
observer8,TrafficLight,L_3840x2160_bright_far,M_1280x720_bright_far,1
observer8,PUBG_p2,M_3840x2160_bright_far,H_1920x1080_bright_far,0
observer8,Bonfire,M_3840x2160_bright_far,M_1280x720_bright_far,1
observer8,Showgirl01,M_1280x720_bright_far,L_1280x720_bright_far,1
observer8,Showgirl01,L_1920x1080_bright_far,M_1280x720_bright_far,0
observer8,Bonfire,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer8,SmithHammering,H_1920x1080_bright_far,M_1920x1080_bright_far,1
observer8,NightStreet,M_3840x2160_bright_far,H_1280x720_bright_far,0
observer8,ShadowOfTheTombRaider,L_3840x2160_bright_far,M_1920x1080_bright_far,0
observer8,SolLevante_p2,L_3840x2160_bright_far,M_1920x1080_bright_far,0
observer8,GearsOfWar4,L_3840x2160_bright_far,M_1920x1080_bright_far,1
observer8,RocketLeague,L_3840x2160_bright_far,L_1280x720_bright_far,1
observer8,SolLevante_p1,M_1920x1080_bright_far,M_1280x720_bright_far,1
observer8,PUBG_p2,L_1920x1080_bright_far,M_1280x720_bright_far,0
observer8,SolLevante_p1,H_3840x2160_bright_far,M_1280x720_bright_far,1
observer8,SmithHammering,H_1280x720_bright_far,M_1280x720_bright_far,1
observer8,Bonfire,L_3840x2160_bright_far,M_1280x720_bright_far,0
observer8,RocketLeague,H_3840x2160_bright_far,M_1920x1080_bright_far,1
observer8,GearsOfWar4,L_3840x2160_bright_far,H_1920x1080_bright_far,0
observer8,PorscheCloseUp,H_3840x2160_bright_far,M_1280x720_bright_far,1
observer8,Bistro,L_1920x1080_bright_far,M_1280x720_bright_far,0
observer8,SolLevante_p2,M_1280x720_bright_far,L_1280x720_bright_far,1
observer8,SolLevante_p2,H_3840x2160_bright_far,M_1920x1080_bright_far,1
observer8,Showgirl01,M_1920x1080_bright_far,H_1280x720_bright_far,0
observer8,RocketLeague,H_1920x1080_bright_far,M_1280x720_bright_far,1
observer8,PUBG_p2,H_3840x2160_bright_far,M_1920x1080_bright_far,1
observer8,ShadowOfTheTombRaider,L_1920x1080_bright_far,L_1280x720_bright_far,1
observer8,ShadowOfTheTombRaider,M_1920x1080_bright_far,M_1280x720_bright_far,1
observer8,RushPixar,H_3840x2160_bright_far,H_1280x720_bright_far,1
observer8,NightStreet,H_3840x2160_bright_far,H_1280x720_bright_far,0
observer8,Bonfire,H_3840x2160_bright_far,H_1920x1080_bright_far,1
observer8,GearsOfWar4,L_3840x2160_bright_near,M_1280x720_bright_near,1
observer8,FishingCloseshot,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer8,FishingCloseshot,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer8,FishingCloseshot,M_1920x1080_bright_near,M_1280x720_bright_near,0
observer8,PorscheCloseUp,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer8,TrafficLight,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer8,PorscheCloseUp,M_3840x2160_bright_near,H_1920x1080_bright_near,1
observer8,CourtYard,M_3840x2160_bright_near,H_1920x1080_bright_near,1
observer8,PorscheCloseUp,M_3840x2160_bright_near,L_3840x2160_bright_near,1
observer8,ShadowOfTheTombRaider,M_3840x2160_bright_near,M_1280x720_bright_near,1
observer8,CourtYard,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer8,GearsOfWar4,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer8,Bonfire,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer8,TrafficLight,M_3840x2160_bright_near,L_3840x2160_bright_near,1
observer8,Bonfire,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer8,FishingCloseshot,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer8,PUBG_p2,H_3840x2160_bright_near,M_3840x2160_bright_near,0
observer8,RushPixar,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer8,Bonfire,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer8,SolLevante_p1,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer8,SmithHammering,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer8,RocketLeague,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer8,PorscheCloseUp,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer8,PUBG_p2,L_3840x2160_bright_near,M_1920x1080_bright_near,0
observer8,GearsOfWar4,M_1280x720_bright_near,L_1280x720_bright_near,1
observer8,Showgirl01,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer8,RushPixar,H_3840x2160_bright_near,M_1280x720_bright_near,1
observer8,ShadowOfTheTombRaider,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer8,TrafficLight,L_3840x2160_bright_near,H_1280x720_bright_near,0
observer8,FishingCloseshot,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer8,CourtYard,L_1920x1080_bright_near,M_1280x720_bright_near,1
observer8,GearsOfWar4,L_3840x2160_bright_near,M_1920x1080_bright_near,0
observer8,NightStreet,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer8,PUBG_p2,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer8,TrafficLight,H_3840x2160_bright_near,M_3840x2160_bright_near,0
observer8,PorscheCloseUp,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer8,RushPixar,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer8,CourtYard,H_1280x720_bright_near,M_1280x720_bright_near,1
observer8,NightStreet,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer8,SolLevante_p1,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer8,Bistro,H_1280x720_bright_near,M_1280x720_bright_near,1
observer8,SolLevante_p2,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer8,PUBG_p2,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer8,Showgirl01,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer8,NightStreet,M_1280x720_bright_near,L_1280x720_bright_near,1
observer8,RushPixar,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer8,GearsOfWar4,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer8,ShadowOfTheTombRaider,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer8,SolLevante_p2,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer8,RocketLeague,M_3840x2160_bright_near,H_1920x1080_bright_near,0
observer8,CourtYard,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer8,ShadowOfTheTombRaider,H_1280x720_bright_near,M_1280x720_bright_near,1
observer8,SolLevante_p1,H_3840x2160_bright_near,H_1280x720_bright_near,1
observer8,RocketLeague,L_3840x2160_bright_near,M_1280x720_bright_near,1
observer8,RocketLeague,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer8,RocketLeague,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer8,TrafficLight,L_3840x2160_bright_near,M_1280x720_bright_near,1
observer8,SmithHammering,M_1280x720_bright_near,L_1280x720_bright_near,1
observer8,NightStreet,M_3840x2160_bright_near,H_1280x720_bright_near,1
observer8,Bistro,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer8,NightStreet,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer8,SolLevante_p2,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer8,Bonfire,L_3840x2160_bright_near,M_1280x720_bright_near,0
observer8,NightStreet,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer8,GearsOfWar4,M_3840x2160_bright_near,M_1920x1080_bright_near,1
observer8,RushPixar,M_3840x2160_bright_near,H_1280x720_bright_near,1
observer8,SolLevante_p1,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer8,Bonfire,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer8,SolLevante_p2,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer8,PorscheCloseUp,H_3840x2160_bright_near,M_1920x1080_bright_near,1
observer8,Bistro,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer8,PUBG_p2,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer8,Bistro,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer8,GearsOfWar4,H_3840x2160_bright_near,M_3840x2160_bright_near,0
observer8,ShadowOfTheTombRaider,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer8,PUBG_p2,M_3840x2160_bright_near,M_1280x720_bright_near,1
observer8,SolLevante_p1,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer8,SmithHammering,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer8,GearsOfWar4,M_3840x2160_bright_near,H_1920x1080_bright_near,0
observer8,ShadowOfTheTombRaider,H_3840x2160_bright_near,H_1280x720_bright_near,1
observer8,SolLevante_p2,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer8,PorscheCloseUp,M_3840x2160_bright_near,M_1920x1080_bright_near,1
observer8,SolLevante_p1,M_3840x2160_bright_near,M_1280x720_bright_near,1
observer8,Bonfire,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer8,Bonfire,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer8,Showgirl01,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer8,SolLevante_p1,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer8,SmithHammering,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer8,RocketLeague,L_3840x2160_bright_near,H_1280x720_bright_near,0
observer8,NightStreet,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer8,TrafficLight,L_3840x2160_bright_near,M_1920x1080_bright_near,0
observer8,CourtYard,L_3840x2160_bright_near,M_1920x1080_bright_near,0
observer8,Showgirl01,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer8,SolLevante_p2,M_3840x2160_bright_near,H_1920x1080_bright_near,1
observer8,TrafficLight,H_3840x2160_bright_near,H_1920x1080_bright_near,1
observer8,PUBG_p2,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer8,NightStreet,M_3840x2160_bright_near,H_1920x1080_bright_near,0
observer8,RocketLeague,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer8,RushPixar,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer8,SolLevante_p2,M_3840x2160_bright_near,H_1280x720_bright_near,1
observer8,SolLevante_p2,H_3840x2160_bright_near,H_1280x720_bright_near,1
observer8,CourtYard,H_3840x2160_bright_near,M_3840x2160_bright_near,0
observer8,PorscheCloseUp,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer8,ShadowOfTheTombRaider,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer8,RushPixar,M_3840x2160_bright_near,M_1920x1080_bright_near,0
observer8,Bistro,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer8,SolLevante_p1,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer8,SmithHammering,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer8,ShadowOfTheTombRaider,L_3840x2160_bright_near,M_1280x720_bright_near,1
observer8,TrafficLight,M_1280x720_bright_near,L_1280x720_bright_near,1
observer8,Bonfire,M_3840x2160_bright_near,H_1280x720_bright_near,0
observer8,CourtYard,H_1280x720_bright_near,L_1280x720_bright_near,1
observer8,RushPixar,M_3840x2160_bright_near,M_1280x720_bright_near,1
observer8,RocketLeague,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer8,Showgirl01,H_1280x720_bright_near,M_1280x720_bright_near,1
